epoch,d_loss,g_loss,real_logit,fake_logit,mode_collapse
1,0.8469281355882513,1.5374572965605506,1.523257323861893,-1.047093387986212,0.0
2,0.9728691223366507,1.0060356315867653,1.9809680473187874,-0.40516746191083103,0.0
3,1.0146148831679904,0.8367878059888708,1.9327912058295875,-0.20359604973908,0.0
4,1.0145557810520303,0.8179235108967485,2.0723849576095055,-0.1547569572716823,0.0
5,0.9788018534409588,0.9477378705452228,2.0690805028224815,-0.2783189955135358,0.0
6,1.019641168672463,0.7670436794387883,2.1659621534676385,-0.10013068331293119,0.0
7,1.011669909645771,0.7890395481010963,2.139885808887153,-0.11895808268836218,0.0
8,1.088826909661293,0.7781508053685057,2.129419893026352,-0.11223388791228806,0.0
9,1.0405514250541557,0.7039177777438328,2.0348658181470016,-0.014158575362044162,0.0
10,1.0415818557657044,0.6992304700201956,2.118765983088263,-0.007373722695649184,0.0
11,1.0379632660027207,0.694066349802346,2.149213582277298,0.000945387713225751,0.0
12,1.0378685922458255,0.6931477533332233,2.142902511974861,0.0017587181485803991,0.0
13,1.0371562550807822,0.6941358498458204,2.1436403794535277,0.0006275028552346189,0.0
14,1.039306360072103,0.6900769086747334,2.1329780611498603,0.00773753158362775,0.0
15,1.0408808835621537,0.6921621566188747,2.1176618913124345,0.004715018086777678,0.0
16,1.0521515761983806,0.6882590009220715,2.0567613685953208,0.014714832686626449,0.0
17,1.0505380466066558,0.7018994180292919,2.0287811900007315,-0.007187320312870474,0.0
18,1.052856206893921,0.7090882473978503,2.054329208258925,-0.012599746813066304,0.0
19,1.0606473191031094,0.7084873544758764,1.981321078436128,-0.007078219393814175,0.0
20,1.0721284125385613,0.7025921545152006,1.9222674493131966,0.01001070124691288,0.0
21,1.0639421056056846,0.702450895103915,1.8523366821223293,0.006384817040364804,0.0
22,1.0747838940086036,0.70455972079573,1.869414810476632,0.004400581137501988,0.0
23,1.0505295478064438,0.7233188511996433,1.8743463600503987,-0.02918796682055911,0.0
24,1.0769422044014108,0.6927207954998674,1.845129235037442,0.020786501218340005,0.0
25,1.0462500653390228,0.7342068008307753,1.9548579372208694,-0.05113758414116656,0.0
26,1.038095029777494,0.7403294135784281,1.9494683793906509,-0.0649587540236976,0.0
27,1.0221902866815697,0.756287217654031,2.0246188784467765,-0.09411263976101603,0.0
28,1.0042848407194531,0.7798166465142677,2.0453860040368705,-0.13659094217843537,0.0
29,1.0168868349543934,0.7495997620039972,2.073109738785645,-0.09541746709046178,0.0
30,1.0017138955921963,0.7654529434853586,2.1078813538469117,-0.12485928865197789,0.0
31,1.0052864972887368,0.7561353075093237,2.1294291481889527,-0.11099454490789051,0.0
32,1.0110891594968994,0.743481684861512,2.1359300582573333,-0.09200146123124607,0.0
33,1.0096437448057636,0.7416521562584515,2.1070523930007012,-0.08619056202085881,0.0
34,1.0124204785659396,0.7384966704352148,2.1467672216481177,-0.08526862900832603,0.0
35,1.0117781064633666,0.7347883885276729,2.1209394202150147,-0.07812917412355028,0.0
36,1.0062755654598106,0.7386541294640508,2.130069687448699,-0.08742449817986324,0.0
37,1.0089976124722382,0.7347789679107994,2.1131929344144362,-0.08050128817558289,0.0
38,1.0064346975293652,0.7381145080615734,2.1150628410536667,-0.08719779705179148,0.0
39,1.012136775871803,0.7335345575521732,2.15127210781492,-0.07872856896499107,0.0
40,1.0184595718466003,0.7284232881562464,2.1797368300372155,-0.06917109366120963,0.0
