epoch,loss,reconstruction,kl,validation_loss,validation_reconstruction,validation_kl
1,11202.818090038367,2690.841564897965,17023.952367604415,1929.8816838078312,1856.7142718890766,146.3348412652154
2,1726.576479440058,1646.6601484305493,159.83266815511357,1565.8924575209976,1482.8129460026432,166.15901717146835
3,1494.233818950178,1411.7804215726478,164.9067984475784,1378.7196916154435,1295.0171299228916,167.4051085692626
4,1355.545813292371,1269.3942845028914,172.3030589365026,1294.8527789263874,1211.831346971972,166.0428583643458
5,1247.6238718270406,1160.0852076846086,175.0773301311235,1185.332431674839,1099.2795754739113,172.10571169924808
6,1186.400413648938,1098.7997321403748,175.20136703545512,1149.9730938213604,1063.377831689111,173.19051676493388
7,1139.7209196803408,1051.4915808409557,176.45868430358234,1110.3911990603885,1020.0964592522209,180.58949166757088
8,1084.8717253878447,996.1407368615853,177.46197683531193,1044.4871853054226,955.6803585812374,177.61365800004106
9,1035.2834348848282,947.9627570427185,174.64135660734888,999.3410288951061,911.0050915172985,176.6718757942513
10,1002.435513207921,916.4710167718528,171.9289991168365,1013.6703901166792,925.8910509019762,175.55868369895774
11,974.5922321577514,889.6188593419845,169.94674894393975,960.615784852235,875.405780597492,170.42001312225312
12,948.0035270066448,863.9100467776913,168.1869613810366,936.2368131681486,854.4277200173807,163.61818553783274
13,928.9405428523271,846.4737459773271,164.93359554195743,905.9117720014937,824.9287902404358,161.9659516236207
14,909.9565907542816,828.8087162547264,162.29575231151648,893.967339104241,811.9853243135714,163.96403191827082
15,886.553376221572,806.1309592902024,160.84483326541996,871.5992648532322,790.8086063969242,161.58132277785597
16,862.8582828833963,782.1619996854844,161.39256639582408,854.1617307615232,772.7019569007484,162.91955439631525
17,843.8361766448648,762.983750747192,161.70484994908668,843.1186224065863,758.7653473175324,168.70654985735246
18,823.253599988184,743.0100983860654,160.48700613653108,814.7229848867422,734.5738610925379,160.29825166658358
19,809.3763321302964,729.5987540139846,159.55515460357122,807.4700522666221,727.5797766760902,159.78056165907117
20,792.5185266678019,713.0619767484292,158.91310201081518,799.0241377852462,718.0641270543003,161.92001944571524
21,788.0327230976145,708.5375987422848,158.9902505026169,785.1591033782806,707.4909855534245,155.33624026247927
22,769.0266250121635,689.730576919067,158.59209645770198,772.5428774111025,690.6611086794802,163.7635400751093
23,756.8516856563473,677.0233540925267,159.65666421367604,775.5873303723646,693.3522599137223,164.4701307142103
24,746.9843734795513,666.7074296075679,160.55388904720863,758.4130057792167,677.7865436237018,161.25292241704597
25,733.2104813653804,652.7609963196452,160.89897041728065,746.7991139943655,667.3643772556736,158.86947124737043
26,723.2888246583769,643.1706923080933,160.23626301721322,738.3184360507969,659.8004491307714,157.03597949145436
27,715.2165592505838,634.8754305041982,160.68225923042704,727.8531180105887,646.9673133216224,161.77159590620894
28,711.4312031701791,631.1384358796361,160.5855370246643,751.4397885434263,669.1360405815972,164.60749103595782
29,702.5690029592276,622.0754702965136,160.98706668297166,719.2965491736854,640.3692384401003,157.85461098916298
30,692.2578457326651,611.7472870850478,161.02111702372596,709.5939129437054,626.855397878347,165.47703132209358
31,684.6192518349644,603.4412911303102,162.35592434160225,705.9018971974905,625.6083534706581,160.587082947816
32,677.8872676319924,596.114124338822,163.5462850658919,703.8177518949614,623.3849525184364,160.86559809626522
33,668.2825399921458,586.1663269911796,164.23242339544873,700.5229126220947,617.2157582998037,166.61431814504934
34,667.2198581899188,584.6130080036421,165.21369972093248,694.4168228897843,610.3787137357084,168.07619952105426
35,659.9575744846113,577.1932239464594,165.52869939295,684.080817817329,602.6638813496113,162.83386218249498
36,654.127997890486,571.1370694306397,165.98186017779693,687.4579571026104,602.5649010216271,169.78610699933333
37,645.4043985278581,562.7318341129616,165.34513062175057,685.2207893929085,599.8812406767119,170.67910493195834
38,641.7603981316726,558.4838565269823,166.55308250345794,682.5461491765203,596.8931008034401,171.30610108399415
39,638.7632400675601,555.1907556065461,167.14496968225228,673.9005360951772,588.525261650811,170.75054975935407
40,632.1942829390014,548.3954433020324,167.5976811201971,672.7873681176294,590.3525373518049,164.8696716889008
41,629.3377364080571,545.2315581515167,168.2123591195646,680.3136363902966,597.270086553839,166.0870963126212
42,627.3233260293872,543.1635957222392,168.31946273206393,694.9300593317927,607.3410144763905,175.1780831887796
43,614.7015365654888,530.3219414436096,168.7591924701297,670.0429784032079,584.8793728420803,170.32720515009638
44,612.4982897123832,528.3208347741395,168.35491003939265,667.7944904132648,585.0275361420992,165.5339022494174
45,614.2174380699511,529.1996400229023,170.03559397632966,658.9232364688908,571.2710394720892,175.30439491004677
46,606.5973085016542,521.7780407671403,169.63853829271852,669.5451682761864,588.2153475496981,162.65963086805067
47,607.8644355963982,522.9540113130074,169.8208488382903,663.8988703669489,579.6815434819586,168.43465208983397
48,601.4514339351994,516.5324698342971,169.83793254594363,654.1513653546124,571.4944418295248,165.3138406961649
49,597.5654153518406,512.9232545900176,169.284321523646,664.0538780968468,580.1545415654913,167.79866209593382
50,595.6162515552019,510.61039902222115,170.0117035455127,650.0531912527762,563.293532057448,173.51932957127048
51,583.9558412816601,499.3919508312945,169.12778475615477,650.3333326001783,566.6398235393597,167.38701497518025
52,581.7885144868355,497.41699066705127,168.74305035465554,658.2077011093124,569.7853146114865,176.8447585463882
53,579.8625680509411,495.0439491136218,169.63723999240645,653.3865529347707,567.4195868842476,171.9339191180927
54,579.8968248469125,494.98718098813526,169.81928820627016,651.3011263216341,567.7389215387262,167.1244041893456
55,573.6826114315155,489.1390961887998,169.08702744453404,651.6497386057933,564.2678795739098,174.76371274839292
