epoch,loss,reconstruction,kl,validation_loss,validation_reconstruction,validation_kl
1,2377.00120413644,2302.8251177106586,74.17609255654472,1612.501260415689,1503.348528093523,109.15273767572504
2,1445.8366271972657,1337.0583286830358,108.77829911368234,1352.2397173785114,1239.106076291135,113.13364189690178
3,1270.5164324079242,1145.218008858817,125.29842153276716,1202.9221488334038,1070.722890981802,132.19924943559283
4,1154.4318647112166,1019.3287122453962,135.1031496320452,1176.3953351544903,1026.3121519957458,150.08318256305623
5,1058.47840183803,918.0151249476842,140.46328430175782,1023.9794296249374,880.1609199531563,143.81852080657316
6,1003.0505353655134,861.6581403459821,141.39239273071288,993.3688936128511,849.1460809564447,144.22281754410662
7,967.9161538260323,827.4368107386998,140.47934167044502,977.0287578838604,839.472845465094,137.55591318246957
8,935.5530103410994,796.896122959682,138.6568867274693,917.0478490575537,779.8706244085882,137.17722622219387
9,907.9926570347377,771.1684940883091,136.824167742048,909.421135552056,767.6215557598614,141.79957783711447
10,889.0422062465123,753.6406324114118,135.4015741620745,888.5954636887865,753.9964698585304,134.5989948077961
11,866.3544106619698,732.3904161725726,133.9639936174665,864.8919642909511,734.3169120047783,130.57505825833158
12,848.8196938650949,715.8659672328404,132.95372674124582,856.6897024588064,719.1462778085703,137.54342796470786
13,831.3269971575056,699.3432778494698,131.98372028895787,875.7489930726625,740.4495713364732,135.29942135433774
14,818.3601405552455,686.4121682303293,131.94796976361957,844.2323672549503,714.7879809130419,129.44438417299136
15,807.4222368512835,676.1674708775112,131.25476428440638,836.8017787685146,704.124643808848,132.6771325158166
16,792.4496943882533,661.9942212785993,130.45547370910646,806.5292673044138,677.281611262141,129.2476541941111
17,782.0851135253906,651.8182277134487,130.26688406808034,816.9711023279139,692.854777445903,124.1163234997082
18,769.6299076625279,639.5738298688616,130.05607784816198,790.5844057558535,658.5461540642204,132.0382547311716
19,759.2024749755859,628.6452366420201,130.55724051339286,774.6372391678788,641.1825212663836,133.45472034534535
20,751.3317975725446,621.0733206612723,130.2584756578718,770.6486135793997,638.2828545097832,132.36575945146808
21,748.3179552350725,618.2302411760603,130.0877133505685,781.385908186018,647.2363335625665,134.1495775560717
22,739.3368826729911,609.2270512172154,130.1098333631243,751.5632604650549,622.4867460844633,129.07650596458274
23,730.3133017403738,600.5117623465402,129.80154190063476,754.2410532480723,625.2372210467303,129.00382399917007
24,720.952004132952,590.647456577846,130.30454597473144,741.686453726676,610.6976922601312,130.98876597239328
25,716.6031406947544,586.1909781319755,130.4121614728655,747.2069502363692,618.1826437643698,129.02430315752764
26,709.5914860316685,579.5479319981166,130.04355599539622,736.7929840240631,608.780346264233,128.01264047861338
27,704.8873931884766,574.6712962559292,130.21609562465122,737.7849326377159,606.9961093295444,130.7888298760186
28,701.0665130615234,570.6381894792829,130.4283218383789,738.6858753284534,605.3071800438133,133.37869175633153
29,690.4081734793526,560.4043441772461,130.00383022853308,728.056665552271,598.5096400111048,129.54702211977602
30,688.6073085239956,558.1876560756139,130.41965490068708,721.7205859423877,590.9185136063799,130.80207733062653
31,682.6912100655692,552.1374502999442,130.5537586757115,723.2073096045264,591.9508155005592,131.25649323334565
32,679.5593514578683,549.0047886439733,130.5545636313302,714.6689659019371,586.1507045375454,128.51825783608317
33,672.761849975586,541.7412270682198,131.02062383379254,711.0756021524454,582.3316330246262,128.74396434703746
34,668.438529750279,537.3060071672712,131.1325230734689,713.1434419038179,579.1914394252651,133.95200345609283
35,658.3903063092913,526.7250390189034,131.66526876177107,711.377397111467,581.101164946685,130.27623227170042
36,655.4295479910714,523.6453116280692,131.7842366354806,707.4225045357858,574.1935498731153,133.22894027450303
37,650.3844268798828,518.3578916277204,132.0265319824219,727.5672602534174,593.7179272778639,133.84932993601512
38,646.3381914411273,514.1851636614118,132.15302936009,707.6997109414102,576.378394507789,131.32131311914944
39,640.6776127406529,508.223473903111,132.45414058140346,697.2995265162624,566.1500173879934,131.1495204768978
40,636.8736864362444,504.3541033063616,132.51958661760602,699.8087076945109,566.9137774248858,132.89493721932382
41,633.7889378138951,500.9389232090541,132.85001547677177,692.9044716713784,563.4590248207192,129.44545233404793
42,629.3223475864955,496.4450047084263,132.8773406982422,697.6700241501267,565.2047169850515,132.4653030410782
43,624.8605133056641,491.59505244663785,133.2654597691127,696.7682558046328,561.6929349393339,135.07533123638777
44,621.8843104771205,488.6173533848354,133.26695807320732,695.0450239668379,562.7052383804703,132.33979183345943
45,618.2502811976841,484.96627851213725,133.28400377546038,701.979199169873,567.6224189277168,134.3567839384795
46,617.9994275774275,484.37506386893136,133.62436049325126,698.7228521245855,565.9292155314495,132.79363718882456
