epoch,beta,loss,reconstruction,kl,validation_loss,validation_reconstruction,validation_kl
1,0.04000000000000001,1992.0236573370335,1978.6751162153564,333.7133749415972,993.4455809771825,983.0420043557788,260.0892764718192
2,0.08000000000000002,836.6573671366834,819.1848572605875,218.40638146033655,723.1793942212302,706.2571304563492,211.52824355352493
3,0.12,684.1791637299826,661.8728019058435,185.88635405803697,647.8426858956474,625.3115366520957,187.75954105437748
4,0.16000000000000003,625.1832228440505,598.1663870833039,168.8552232975334,610.1899803912451,583.7072146267361,165.51726178850447
5,0.2,586.0157636409432,553.9502882461203,160.32737863117754,588.5267224314856,556.6352461945064,159.4573910764664
6,0.24,557.4652549778175,520.4294858906603,154.31570261959575,560.7712180292039,524.1089283776662,152.75956367613776
7,0.27999999999999997,537.3497565774356,495.38290805730344,149.88159966792458,543.4763830760169,501.6977417767237,149.2094198656839
8,0.32000000000000006,523.1079318361584,476.4242904455953,145.88638298759633,535.0882621062748,489.8318751937624,141.426235390315
9,0.36000000000000004,509.1485163485842,457.9296412403227,142.27464660368355,527.4502765376984,474.9861294410342,145.73373047843813
10,0.4,497.72440652286303,442.0917415014759,139.08166490097392,525.962239234561,471.91039477151537,135.12960843525235
11,0.44000000000000006,493.47496384840747,433.55993362357714,136.17052345793712,515.0520700412326,456.2744161938864,133.58557405986483
12,0.48,484.2278583233173,420.0890455979567,133.62252980227925,521.1240221199157,455.87156560019844,135.94261899917845
13,0.52,481.87616491533515,413.88155009412117,130.75887923434848,512.4632974872892,445.355601515997,129.0532727825831
14,0.5599999999999999,477.8402577395892,405.73216986332545,128.76444102843962,511.1817750186012,437.5709527297247,131.44789401584202
15,0.6000000000000001,474.499378739439,398.7377257196072,126.26941608411694,520.9987606956845,444.94237920851936,126.76062798394098
16,0.6400000000000001,471.2982076929705,391.9547011431526,123.97423246219687,516.1288689701141,437.8399778723338,122.32639207628038
17,0.68,470.7643139869379,387.7587853341081,122.06695542831766,512.9941120256697,430.8157047138517,120.85059345063709
18,0.7200000000000001,465.871749256531,379.49622410562785,119.96600048358624,515.919854639447,429.8364612785218,119.56026596311538
19,0.76,463.8903834830582,374.08478528881506,118.16526290410245,511.80384816003226,423.114631890191,116.69633596753317
20,0.8,461.8381101858562,368.7317608449254,116.38293246446152,513.0246458410838,418.98011019267733,117.55567240397136
21,0.8,454.6143503318545,361.5416087154889,116.34092370633087,509.0869983491443,416.78441074916293,115.37823270767454
22,0.8,450.6776850773738,357.7727535472197,116.1311602009907,514.3327016679067,420.0524204799107,117.85035196940105
23,0.8,444.6801767478701,351.8600360300746,116.02517285929547,502.8020218331473,409.6292514958457,116.46596162826296
24,0.8,434.944296306075,342.24840590533086,115.86986099864562,506.925465843564,415.11113705589656,114.76790988013857
25,0.8,432.00133020737593,339.1339676110453,116.08419893014485,504.3819165814112,411.0125525096106,116.71170043945312
26,0.8,430.1555192351881,337.6889637390413,115.58319122866807,493.8001292007688,401.41817971850196,115.47742934454055
27,0.8,421.50234004922584,328.8341633378111,115.83521647043358,493.74471966455854,400.9762660435268,115.96056453159878
28,0.8,417.01165288174315,324.61878863718715,115.4910776820118,488.83988211495534,397.096886141338,114.67874266124907
29,0.8,414.052127889918,321.4360903916855,115.77004480146175,480.1711179703001,388.77145490373886,114.24957194494823
30,0.8,403.4840877757353,310.89604111062994,115.73505505177769,483.4324088541667,391.2716382998512,115.20096326071119
31,0.8,403.24460819296166,310.891606257512,115.44124865639803,479.73326009114584,387.4154207938058,115.39729936387803
32,0.8,401.8149581149693,309.29933228643773,115.6445293512819,476.85538969494047,384.52573649088544,115.41206471276662
33,0.8,395.65725418021776,303.4546345844528,115.25327221624453,473.6303848896329,381.11992677718877,115.63807419065445
34,0.8,393.5149683887602,301.21445102605344,115.37564387256744,488.4156949482267,396.41945324125743,114.99530257936507
35,0.8,388.51987343352306,296.36316856971155,115.19587804181543,478.19293999565974,387.5738614521329,113.27384463355655
36,0.8,387.0113267164964,294.814948448768,115.24546938244573,464.59350543309773,372.8012833852617,114.74027153378441
37,0.8,381.9196383791272,289.7335851332721,115.23256296701561,471.16687763516865,378.2533096943204,116.14195324125744
38,0.8,382.89751700146707,290.76558260680326,115.16491423041572,474.70697517516123,381.72027659582716,116.23336862715463
39,0.8,379.39999900576214,287.2729986544648,115.15874836779288,462.23820932539684,371.1916900344122,113.80814775254991
40,0.8,372.78484403170074,280.8836437242603,114.87649743265696,456.14686821831594,364.6198644438244,114.40874789767796
