epoch,beta,loss,reconstruction,kl,validation_loss,validation_reconstruction,validation_kl
1,0.04000000000000001,3243.916565813337,3220.571662248884,583.6228039962905,1692.873316187281,1673.300463549487,489.3206925797868
2,0.08000000000000002,1472.1216317313058,1443.680917794364,355.50889674595425,1309.286156517846,1285.7529819858921,294.1648296245464
3,0.12,1251.4460091727121,1218.1868582589286,277.15962208339147,1188.7839676835038,1155.621620277504,276.3529481019105
4,0.16000000000000003,1121.3038809640068,1082.5050471714565,242.49271752493723,1082.7035585390076,1043.5350058310264,244.80345969443565
5,0.2,1055.7519753592355,1009.0375806535993,233.57197745186943,1021.2170875709694,974.7933245745746,232.11876703669
6,0.24,1012.8011692592075,960.4821895054408,217.9957582746233,994.3706625326498,942.7618756451765,215.0365689786466
7,0.27999999999999997,955.6130257742745,897.3008017403739,208.2579457964216,933.2047310982858,874.8513716353071,208.4048493225892
8,0.32000000000000006,891.5830509730748,827.3481658935547,200.7340171813965,869.77816689981,803.4264567301676,207.3490865896414
9,0.36000000000000004,863.8072814941406,794.5092943464007,192.4943992614746,867.4373198882477,801.0061713324653,184.53098044333396
10,0.4,837.2122998918805,763.202920968192,185.02344414847238,845.7293768377752,772.14270056189,183.96668248754125
11,0.44000000000000006,827.6188576834543,749.6757755824498,177.14336842128208,837.8378511568209,761.3428808447119,173.8522026818078
12,0.48,815.061001586914,733.6701006208148,169.5643824986049,814.1926651993791,734.5558994663609,165.90993121722798
13,0.52,799.0878082275391,714.8284881591796,162.0371590750558,814.2012547826147,729.973790074254,161.9758931600057
14,0.5599999999999999,782.4306431361607,694.7491537911551,156.5740843636649,808.8691100768738,719.2122955475006,160.1014599804883
15,0.6000000000000001,772.9349522181919,681.220894077846,152.85675800868444,816.8327556071697,729.1837006684419,146.0817596466095
16,0.6400000000000001,756.3493800571987,661.5997475760323,148.0463024684361,786.4942628786013,690.1465099743298,150.54337817126208
17,0.68,750.5374241420201,652.0854705810547,144.78228639875138,786.7026411176802,688.8190883143886,143.94639755417037
18,0.7200000000000001,738.3989536830358,637.1084533691406,140.68124422345844,769.3918691029897,669.3184296356903,138.99088081917367
19,0.76,734.9530984061105,630.7079746791295,137.16463906424386,768.3056530651745,664.3237378613966,136.8183075195557
20,0.8,725.5684112548828,618.4913168770927,133.84636797223772,768.2712599073683,661.4547436230175,133.5206379169697
21,0.8,722.5596165248326,615.6570992606026,133.62814957754952,768.4080079835695,658.6417604738527,137.20780781391744
22,0.8,704.8644008091518,598.2597054617745,133.25587000165666,754.866627125172,650.9860285700739,129.8507444975493
23,0.8,696.5915296282087,590.3218161446707,132.83714076450892,771.5058313318201,668.9747724408979,128.1638276307313
24,0.8,686.4490373883929,580.4611537388392,132.48485695975168,757.3258605895935,652.5762855140297,130.936970585698
25,0.8,674.1191380092076,568.282014465332,132.29640219552175,743.7769785166025,638.4262829113293,131.68835902858424
26,0.8,665.6779924665178,559.806510925293,132.3393517085484,736.518013435799,630.2680113585265,132.8125061248993
27,0.8,652.8514866420201,547.29445539202,131.94628715515137,740.0106557363027,633.6673307829313,132.92916363018293
28,0.8,645.529146030971,540.0541752406529,131.8437143598284,740.5441097836117,631.5276571737753,136.27056457091857
29,0.8,639.7826695033482,534.3505222865514,131.79018500191825,737.2890519914446,631.3181124850437,132.46368318086152
30,0.8,630.8264783586775,525.3047840663365,131.90211710248676,723.566565955604,618.6518202162123,131.14343499994135
31,0.8,625.1799329485212,519.5180677141462,132.07733067103794,728.8854943810999,623.5827207823057,131.62847932466158
32,0.8,614.9088666643415,509.26396484375,132.05612820216587,723.7457225291698,616.8035550198637,133.67770216200086
33,0.8,607.3115958077567,501.46932285853796,132.30284184047153,732.7615071125813,629.161095788171,129.5005123073513
34,0.8,598.3387080601284,492.3337659563337,132.50617773873466,726.1098490458231,619.8382178565284,132.83954230109015
35,0.8,585.1424817766462,479.009737941197,132.66592935834612,731.7735690402317,622.5287870267729,136.55597675312032
36,0.8,583.112682233538,476.60383976527623,133.13605455671038,725.9839027259682,618.5683057935865,134.26950007563715
37,0.8,575.5268171037947,468.96227090018135,133.205683026995,725.714758093054,618.9349900437547,133.47470810654406
38,0.8,565.7560464041574,459.09027688162666,133.33221043178014,720.8398395343586,614.1427936114826,133.3713009426663
39,0.8,554.8718566894531,448.2005634852818,133.33911775861466,721.1510667772264,614.5356538789766,133.2692639538953
40,0.8,552.482615007673,445.45953042166576,133.77885420663017,723.3481864432792,615.8750935994589,134.34137349324422
41,0.8,547.17919921875,440.11656494140624,133.82829164777482,740.0936498021459,629.753064221448,137.9257280657122
42,0.8,539.5731820242745,432.3957061767578,133.9718419756208,740.5638339755772,631.912767992602,135.81383910766235
43,0.8,533.3757814679827,425.83454262869697,134.4265466417585,726.0727619098591,618.5247476480387,134.4350148946554
44,0.8,522.0435597011021,414.84255458286833,134.00125585283553,720.9156403718172,616.6563488537365,130.3241151613039
45,0.8,513.333852495466,405.9828567504883,134.18874571663991,735.8406108745464,625.762009568162,137.59825749822087
46,0.8,515.6734468732561,407.9384519304548,134.66874395098006,735.6223475672939,625.4844544862245,137.67237047533374
47,0.8,513.9056202479771,405.93487723214287,134.96342713492257,729.2781634784199,624.495519078649,130.97830207832345
48,0.8,506.68444061279297,398.8433480398996,134.8013632638114,753.1579087632555,643.282305926532,137.34451255760155
49,0.8,502.52213091169085,394.535512651716,134.9832720075335,730.3484744510135,623.4228231527426,133.65706726929565
50,0.8,490.17860826764786,381.9410912649972,135.29689505440848,733.1796410668481,623.6255168742962,136.9426568139184
