epoch,loss,reconstruction,kl,validation_loss,validation_reconstruction,validation_kl
32,579.2628917761969,482.0922463848073,194.34129279194354,614.3343551070602,517.3584614888326,193.9517888096837
33,572.70469779561,475.56238553193117,194.2846224638915,607.6147781081863,510.04950055035505,195.13054870055603
34,569.5079350047264,472.52262134484124,193.97063052357305,604.6681250953102,508.6386021641759,192.05903445254336
35,563.694741788708,466.6945834448329,194.00031723076762,598.2639899420906,499.909839282642,196.70829468995362
36,560.9984896513915,463.9563143584228,194.08434884828182,593.5408015437313,496.2776603507805,194.52628961053338
37,553.8081333798445,457.19021867093664,193.23582876619494,593.4101837433136,496.3146152133579,194.19114129082695
38,550.2714484272478,453.5962624329265,193.35037171713398,589.1497112957684,492.99664465490883,192.3061241020073
39,548.3489694832907,451.6196361826832,193.45866567808537,587.3428502965857,488.72956226490163,197.22658307416302
40,543.159546007041,446.5866512420763,193.14578811808414,588.5558838868166,490.5423457820614,196.02706670904303
41,540.1410831980858,443.5879886939432,193.10619145186345,585.8363132419529,489.7476641375262,192.1773060291737
42,537.9301666585576,441.47493768332265,192.91045697303852,596.8705036212971,499.0120215430274,195.71696632545633
43,528.8281862523633,432.44855203323095,192.75926854686804,579.7258199361471,483.82742715860394,191.79679250478506
44,529.24256782939,432.927674751689,192.62978153975408,578.6213300092085,484.2750977295655,188.69246032837037
45,525.4901939745051,429.0910339355469,192.79831904618342,581.5277968398085,483.3598546666784,196.33588358255716
46,522.1529948278678,425.5779966306856,193.14999650296792,585.5498538088871,491.7978050988,187.50409085232693
47,520.053154453264,423.55771460482237,192.99087947967638,577.6728029909792,482.3773934151437,190.59081768536115
48,515.7882188681606,419.40932706242353,192.75778116789576,579.2049240402512,484.93542874539577,188.5389935223309
49,514.3304244615005,417.690333247609,193.28018340521436,589.5314519842108,494.02697087957097,191.00896677622447
50,512.8535614556689,416.2071329028581,193.29285574807815,574.2428671958091,477.53909069592055,193.4075578874773
51,503.56524473577207,407.14423237322063,192.84202217292108,583.4415680939729,488.1833480208724,190.51642429172335
52,503.057333080794,406.55725238840773,193.00015823527164,580.8689239776886,481.95271947362403,197.83241536213947
53,501.0267114605344,404.491579972128,193.07026455156318,574.5691561923252,478.5724457978486,191.99342344664
54,498.8810563817143,402.2066247471711,193.34886430081949,576.3626267869432,479.45542915351876,193.81439445732354
55,494.6146438978745,397.94966424147856,193.32995762943798,569.5918037177803,471.6707602988731,195.84209259613618
56,491.43838707323175,394.7591347473796,193.35850497751474,574.9505321972363,478.58735762129317,192.72634307280913
57,489.36222301768237,392.56560367027635,193.5932375544755,571.0739304367844,474.92858492647923,192.29070687508798
58,486.6888764405166,389.9737419589983,193.43027108080446,570.8891225209585,475.54292133930807,190.6924112680796
59,485.8371382200845,388.8934615057134,193.8873555465101,572.6658664890476,478.1200298198589,189.0916706195942
60,481.89332955248415,384.99201471186194,193.8026300613566,568.964294250305,472.74462221621036,192.4393395012444
